sub	ses	run	fd_mean	dvars_mean	globalsignal_mean
sub-0092	ses-01	run-01	0.11795417323995402	37.1860317543054	4069.671340437796
sub-0092	ses-01	run-02	0.11136819056188285	36.00557231572905	3996.549397914758
sub-0092	ses-01	run-03	0.1735412080826636	37.78481163490241	4091.7333451870536
sub-0092	ses-01	run-04	0.11868664349024106	35.95265929621125	3953.0738675992343
sub-0092	ses-01	run-05	0.13984925815154992	35.083519915040185	3970.5655325461585
sub-0092	ses-01	run-06	0.13404097415614233	36.501147290470726	3911.3612022319576
sub-0092	ses-03	run-01	0.18965042897175657	36.345166144661306	3438.30229587878
sub-0092	ses-03	run-02	0.11448823068436277	38.361257826636056	3451.317472354568
sub-0092	ses-03	run-03	0.13892434912284726	34.289369423650975	3452.008952486617
sub-0092	ses-03	run-04	0.11614693775291614	37.26431172560275	3469.224350867121
sub-0092	ses-03	run-05	0.14148714887485644	33.747598455797934	3467.674013342148
sub-0092	ses-03	run-06	0.10990913131848445	35.67677939609644	3458.5419919923693
sub-0092	ses-04	run-01	0.13374190699784153	39.891243097588976	3693.918073187977
sub-0092	ses-04	run-02	0.15090491012284726	34.964050633754304	3716.928202586441
sub-0092	ses-04	run-03	0.13740077128817446	34.35249873708381	3719.347408210405
sub-0092	ses-04	run-04	0.14368941440987368	33.97679319977038	3722.526442090767
sub-0092	ses-04	run-05	0.14003553204362798	33.21129525373134	3711.199688236134
sub-0092	ses-04	run-06	0.13550585065522386	34.35927309529277	3727.552501591639
