sub	ses	run	fd_mean	dvars_mean	globalsignal_mean
sub-0122	ses-01	run-01	0.10393806600424796	38.500575874856494	3855.146008920924
sub-0122	ses-01	run-02	0.1176030071993111	36.562757334098734	3847.241557951634
sub-0122	ses-01	run-03	0.12021670844590124	39.7631225304248	3854.7648019492294
sub-0122	ses-01	run-04	0.14171918949598158	39.853793981630304	3872.8676716565105
sub-0122	ses-01	run-05	0.13174109275729043	34.89246611251435	3845.850930220775
sub-0122	ses-01	run-06	0.11569453885373131	39.309773788748565	3853.3332189915072
sub-0122	ses-03	run-01	0.10686695716417907	37.40096891274398	3852.802467642023
sub-0122	ses-03	run-02	0.1291316412904707	39.11835144202066	3836.6457452494715
sub-0122	ses-03	run-03	0.11345383881745115	37.67856331802526	3854.8651946352247
sub-0122	ses-03	run-04	0.13509036653639492	39.36434461538462	3852.3476033823117
sub-0122	ses-03	run-05	0.1271028988002296	37.12544731687715	3793.2628811614773
sub-0122	ses-03	run-06	0.1549273448002296	39.299520101033295	3834.073441707125
sub-0122	ses-04	run-01	0.11512364991067733	32.49937630195178	4061.1264327091103
sub-0122	ses-04	run-02	0.10059970905017218	36.778345972445464	4035.7190692890103
sub-0122	ses-04	run-03	0.12783906285487942	35.60881399196326	4030.8477913830684
sub-0122	ses-04	run-04	0.1845720296264064	36.16569920895522	4075.1634913768553
sub-0122	ses-04	run-05	0.1937543469873708	36.75122690929965	4059.4712860239647
sub-0122	ses-04	run-06	0.1544220501377726	36.11044465786452	4059.851424405525
